mon,app,amt,acct,typ,num,vendor
Jun,Google Cloud Platform,22797.52,53000,Bill,INV327052,SADA SYSTEMS INC.
Jun,Codio,18790.48,55000,Bill,INV-1728,CODIO INC.
Jun,Codio,17185.79,55000,Bill,INV-1767,CODIO INC.
Jun,Salesforce - Slack Enterprise,8754.64,55000,Journal Entry,prepaid06.26,"SALESFORCE, INC. SLACK"
Jun,Google Workspace,7563.88,96100,Expense,,GOOGLE *WORKSPACE_COCC@GOOGLE.COM CA
Jun,Salesforce - Certification Exams,6018.75,55000,Journal Entry,prepaid06.26,"SALESFORCE, INC."
Jun,Worksuite,3937.5,96100,Journal Entry,prepaid06.26,WORKSUITE INC.
Jun,Calendly,3919.5,55000,Journal Entry,prepaid06.26,CALENDLY LLC
Jun,Maxio (formerly SaaSOptics),3629.17,96100,Journal Entry,prepaid06.26,MAXIO MAXIO
Jun,Zoom,3330.56,96100,Expense,,ZOOM.COM 888-799-966SAN JOSE CA
Jun,CompTIA,3296.33,55000,Journal Entry,prepaid06.26,"COMPTIA, INC. - 9122"
Jun,Cooper Square Technologies,3266.25,96100,Journal Entry,prepaid06.26,COOPER SQUARE TECHNOLOGIES INC.
Jun,Claude,2885.19,96100,Expense,,ANTHROPIC* CLAUDE TESAN FRANCISCO CA
Jun,Pumble,2721.88,96100,Journal Entry,prepaid06.26,PUMBLE CAKE.COM - 9122
Jun,Okta,2608.6,55000,Journal Entry,prepaid06.26,OKTA INC
Jun,CompTIA,2578.58,55000,Journal Entry,prepaid06.26,"COMPTIA, INC. - 9122"
Jun,CompTIA,2578.58,55000,Journal Entry,prepaid06.26,"COMPTIA, INC. - 9122"
Jun,1Password,2568.21,96100,Journal Entry,prepaid06.26,AGILEBITS INC. DBA 1PASSWORD
Jun,HubSpot,2450.23,96100,Journal Entry,prepaid06.26,HUBSPOT INC. - 9122
Jun,ZoomInfo,2426.46,81000,Journal Entry,prepaid06.26,ZOOMINFO TECHNOLOGIES LLC
Jun,SurveyMonkey,2156.25,55000,Journal Entry,prepaid06.26,SURVEYMONKEY INC
Jun,Airtable,2054.34,96100,Expense,,AIRTABLE.COM/BILL SAN FRANCISCO CA
Jun,Zendesk,1840.72,96100,Journal Entry,prepaid06.26,ZENDESK - US SAN FRANCISCO CA
Jun,Sentry,1552.23,96100,Expense,,SENTRY SAN FRANCISCO CA
Jun,Salesforce - Slack Internal,1529.01,55000,Journal Entry,prepaid06.26,"SALESFORCE, INC. SLACK"
Jun,Mailchimp,1469.81,55000,Expense,,MAILCHIMP LLC ATLANTA GA
Jun,Pearson VUE (Exam Vouchers),1382.33,55000,Journal Entry,prepaid06.26,VUE*COMPTIA MRKETPLCE - 9122
Jun,Outreach,1367.33,81000,Journal Entry,prepaid06.26,BLS*OUTREACH CORPORASEATTLE WA BLS*OUTREACH CORPORASEATTLE WA
Jun,ApprentiScope,1300.86,96100,Expense,,APPRENTISCOPE - 9122
Jun,Google Workspace,1258.48,96100,Expense,,GOOGLE *SVCSCORRELATG.CO/HELPPAY# CA
Jun,CompTIA,1222.83,55000,Journal Entry,prepaid06.26,"COMPTIA, INC. - 9122"
Jun,ChatGPT,1129.22,96100,Expense,,OPENAI *CHATGPT SUBSSAN FRANCISCO CA
Jun,Greenhouse,1088.75,96100,Journal Entry,prepaid06.26,"GREENHOUSE SOFTWARE, INC."
Jun,Accredible,1043.39,55000,Journal Entry,prepaid06.26,EDINVENT INC. DBA ACCREDIBLE
Jun,Carta,1043.39,96100,Journal Entry,prepaid06.26,CARTA (ESHARES) SAN FRANCISCO CA CARTA (ESHARES) SAN FRANCISCO CA
Jun,MindHub,1026.09,55000,Journal Entry,prepaid06.26,WL *NCS*MINDHUB.COM - 9122
Jun,Lovable,1001.65,96100,Expense,,LOVABLE DOVER DE
Jun,Notion,993.28,96100,Journal Entry,prepaid06.26,"NOTION LABS, INC. SAN FRANCISCO CA"
Jun,LinkedIn Sales Navigator,974.01,81000,Journal Entry,prepaid06.26,SALES NAVIGATOR LINKEDINXXXXXXXXXXXX - 9122
Jun,Paddle,940.68,96100,Expense,,PADDLE.NET* SUPTASK ASTORIA NY
Jun,Atlassian,895.17,96100,Expense,,ATLASSIAN SAN FRANCISCO CA
Jun,Salesforce - Tableau Cloud,827.45,96100,Journal Entry,prepaid06.26,TABLEAU CLOUD SALESFORCE.COM SERVICE - 9122
Jun,Pearson VUE (Exam Vouchers),816.5,55000,Journal Entry,prepaid06.26,VUE*COMPTIA MRKETPLCE - 9122
Jun,BambooHR,781.8,96100,Journal Entry,prepaid06.26,BAMBOOHR HRIS 866-387-9595 UT
Jun,Tremendous,721.0,81000,Expense,,TREMENDOUS.COM 877-319-4438 CA
Jun,Lovable,681.56,96100,Expense,,LOVABLE DOVER DE
Jun,Adobe,660.93,96100,Expense,,ADOBE *ADOBE - 9122
Jun,Culture Amp,642.23,96100,Journal Entry,prepaid06.26,CULTURE AMP INC
Jun,GitHub,598.01,96100,Expense,,"GITHUB, INC. SAN FRANCISCO CA"
Jun,Zendesk,-555.92,96100,Journal Entry,prepaid06.26,ZENDESK - US SAN FRANCISCO CA
Jun,CompTIA,531.67,55000,Journal Entry,prepaid06.26,"COMPTIA, INC. - 9122"
Jun,Pearson VUE (Exam Vouchers),500.0,55000,Expense,,VUE*PEARSON VUE STORE - 9122
Jun,Pearson VUE (Exam Vouchers),500.0,55000,Expense,,VUE*PEARSON VUE STORE - 9122
Jun,Adobe,484.92,96100,Expense,,ADOBE INC - 9122
Jun,Squadcast,465.44,96100,Expense,,SQUADCAST - SOLARWINAUSTIN TX
Jun,Workforce,450.0,96100,Expense,,"WORKFORCE CLOUD TECH, - 9122"
Jun,Yesware,440.94,96100,Journal Entry,prepaid06.26,YESWARE SERVICE 855-937-9273 MA
Jun,Pearson VUE (Exam Vouchers),416.67,55000,Journal Entry,prepaid06.26,VUE*PEARSON VUE STORE - 9122
Jun,Artisan,386.69,96100,Expense,,ARTISAN AI SAN FRANCISCO CA
Jun,LaunchDarkly,381.06,96100,Expense,,LAUNCHDARKLY SEAT PAOAKLAND CA
Jun,Microsoft,349.74,96100,Expense,,A1010BUSD01 MSBILL.INFO
Jun,Apollo,323.36,96100,Expense,,APOLLO.IO - 9122
Jun,Pearson VUE (Exam Vouchers),319.0,55000,Journal Entry,prepaid06.26,VUE*COMPTIA MRKETPLCE - 9122
Jun,Microsoft,308.7,96100,Expense,,MICROSOFT MSBILL.INFO
Jun,Airtable,293.96,96100,Expense,,AIRTABLE.COM/BILL SAN FRANCISCO CA
Jun,Twilio,289.44,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jun,HubSpot,286.91,96100,Journal Entry,prepaid06.26,HUBSPOT INC. - 9122
Jun,CompTIA,265.83,55000,Journal Entry,prepaid06.26,"COMPTIA, INC. - 9122"
Jun,Pearson VUE (Exam Vouchers),258.33,55000,Journal Entry,prepaid06.26,VUE*PEARSON VUE STORE - 9122
Jun,Figma,255.86,96100,Expense,,FIGMA SAN FRANCISCO CA
Jun,Lovable,223.19,96100,Expense,,LOVABLE DOVER DE
Jun,Refiner,219.0,96100,Journal Entry,prepaid06.26,REFINER.IO PARIS
Jun,Cursor,217.75,96100,Expense,,"CURSOR, AI POWERED ISAN FRANCISCO NY"
Jun,Claude,217.75,96100,Expense,,ANTHROPIC* CLAUDE SUSAN FRANCISCO CA
Jun,CompTIA,212.67,55000,Journal Entry,prepaid06.26,"COMPTIA, INC. - 9122"
Jun,DeepSource,210.0,96100,Expense,,DEEPSOURCE SAN FRANCISCO CA
Jun,Tremendous,206.0,81000,Expense,,TREMENDOUS.COM 877-319-4438 CA
Jun,Artillery,199.0,96100,Expense,,ARTILLERY.IO NEW YORK NY
Jun,Hex,187.3,96100,Expense,,HEX.TECH - 9122
Jun,Linear,176.38,96100,Expense,,LINEAR.APP SAN FRANCISCO CA
Jun,Pearson VUE (Exam Vouchers),159.75,55000,Journal Entry,prepaid06.26,VUE*COMPTIA MRKETPLCE - 9122
Jun,Twilio,147.17,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jun,Twilio,144.87,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jun,Twilio,128.51,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jun,QuickBooks,125.21,96100,Expense,,QUICKBOOKS PAYMENTS INTUIT *QBOOKS ONLINE - 9122
Jun,Microsoft,123.66,96100,Expense,,MICROSOFT MSBILL.INFO
Jun,Salesforce - Tableau Cloud,123.03,96100,Journal Entry,prepaid06.26,TABLEAU CLOUD SALESFORCE.COM SERVICE - 9122
Jun,Gamma,111.28,96100,Expense,,GAMMA.APP SAN FRANCISCO CA
Jun,Salesforce - Tableau Cloud,110.74,96100,Journal Entry,prepaid06.26,TABLEAU CLOUD SALESFORCE.COM SERVICE - 9122
Jun,Claude,108.88,96100,Expense,,ANTHROPIC* CLAUDE SUSAN FRANCISCO CA
Jun,Twilio,105.57,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jun,ChatGPT,103.63,96100,Expense,,OPENAI SAN FRANCISCO CA
Jun,Tremendous,103.0,81000,Expense,,TREMENDOUS.COM - 9122
Jun,Claude,100.0,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jun,Geocode,100.0,96100,Expense,,GEOCODE.EARTH NEW YORK NY
Jun,Twilio,99.64,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jun,Twilio,98.76,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jun,Twilio,92.76,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jun,Twilio,92.75,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jun,Twilio,91.63,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jun,Twilio,91.42,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jun,Salesforce - Tableau Cloud,91.2,96100,Journal Entry,prepaid06.26,TABLEAU CLOUD SALESFORCE.COM SERVICE - 9122
Jun,Twilio,90.05,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jun,Mailgun,87.1,96100,Expense,,SINCH MAILGUN SAN ANTONIO TX
Jun,HubSpot,79.87,96100,Journal Entry,prepaid06.26,"HUBSPOT, INC. HUBSPOT, INC."
Jun,Adobe,76.2,96100,Expense,,ADOBE SYSTEMS ADOBE SAN JOSE CA
Jun,Tremendous,72.1,81000,Expense,,TREMENDOUS.COM 877-319-4438 CA
Jun,DNSimple,66.0,96100,Expense,,DNSIMPLE MELBOURNE FL
Jun,Lovable,65.32,96100,Expense,,LOVABLE DOVER DE
Jun,Guidde,64.24,96100,Expense,,GUIDDE INC BELMONT CA
Jun,Hex,60.84,96100,Expense,,HEX.TECH - 9122
Jun,Microsoft,57.16,96100,Expense,,MICROSOFT MSBILL.INFO
Jun,Amazon Web Services,54.46,53000,Expense,,AMAZON WEB SERVICES AWS.AMAZON.COM WA
Jun,Stape,54.44,96100,Expense,,"STAPE, INC. DOVER DE"
Jun,Tremendous,51.5,81000,Expense,,TREMENDOUS.COM - 9122
Jun,Tremendous,51.36,81000,Expense,,TREMENDOUS.COM 877-319-4438 CA
Jun,Tango,48.75,96100,Expense,,WWW.TANGO.AI SAN FRANCISCO CA
Jun,Vercel,44.8,96100,Expense,,VERCEL INC. COVINA CA
Jun,PlusDocs,40.0,96100,Expense,,PLUS DOCS INC. WILMINGTON DE
Jun,The Noun Project,39.99,96100,Expense,,THENOUNPROJECT.COM LOS ANGELES CA
Jun,Claude,37.49,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jun,Claude,36.88,96100,Expense,,ANTHROPIC* CLAUDE TESAN FRANCISCO CA
Jun,Tremendous,36.05,81000,Expense,,TREMENDOUS.COM - 9122
Jun,Microsoft,33.47,96100,Expense,,MICROSOFT MSBILL.INFO
Jun,Pearson VUE (Exam Vouchers),33.33,55000,Journal Entry,prepaid06.26,VUE*PEARSON VUE STORE - 9122
Jun,Artisan,32.91,96100,Expense,,ARTISAN AI SAN FRANCISCO CA
Jun,Zapier,29.99,96100,Expense,,ZAPIER.COM/CHARGE SAN FRANCISCO CA
Jun,Claude,28.33,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jun,Claude,28.14,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jun,Artisan,27.83,96100,Expense,,ARTISAN AI SAN FRANCISCO CA
Jun,Paddle,27.22,96100,Expense,,PADDLE.NET* EASYRETRASTORIA NY
Jun,CompTIA,26.58,55000,Journal Entry,prepaid06.26,"COMPTIA, INC. - 9122"
Jun,CompTIA,26.58,55000,Journal Entry,prepaid06.26,"COMPTIA, INC. - 9122"
Jun,CompTIA,26.58,55000,Journal Entry,prepaid06.26,"COMPTIA, INC. - 9122"
Jun,Claude,26.47,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jun,Claude,26.4,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jun,Claude,25.96,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jun,Claude,25.96,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jun,Claude,25.94,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jun,Claude,25.68,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jun,Claude,25.59,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jun,Claude,25.08,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jun,Claude,24.92,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
