mon,app,amt,acct,typ,num,vendor
May,Codio,22278.85,55000,Bill,INV-1700,CODIO INC.
May,Google Cloud Platform,22269.96,53000,Bill,INV323897,SADA SYSTEMS INC.
May,Google Workspace,7564.16,96100,Expense,,GOOGLE *WORKSPACE_COCC@GOOGLE.COM CA
May,Salesforce - Certification Exams,6018.75,55000,Journal Entry,prepaid05.26,"SALESFORCE, INC."
May,Worksuite,3937.5,96100,Journal Entry,prepaid05.26,WORKSUITE INC.
May,Calendly,3919.5,55000,Journal Entry,prepaid05.26,CALENDLY LLC
May,Maxio (formerly SaaSOptics),3629.17,96100,Journal Entry,prepaid05.26,MAXIO MAXIO
May,Zoom,3330.56,96100,Expense,,ZOOM.COM 888-799-966SAN JOSE CA
May,Cooper Square Technologies,3266.25,96100,Journal Entry,prepaid05.26,COOPER SQUARE TECHNOLOGIES INC.
May,Claude,3102.94,96100,Expense,,ANTHROPIC: CLAUDE TESAN FRANCISCO CA
May,Pumble,2721.88,96100,Journal Entry,prepaid05.26,PUMBLE CAKE.COM - 9122
May,Okta,2608.6,55000,Journal Entry,prepaid05.26,OKTA INC
May,CompTIA,2578.58,55000,Journal Entry,prepaid05.26,"COMPTIA, INC. - 9122"
May,CompTIA,2578.58,55000,Journal Entry,prepaid05.26,"COMPTIA, INC. - 9122"
May,ZoomInfo,2426.46,81000,Journal Entry,prepaid05.26,ZOOMINFO TECHNOLOGIES LLC
May,1Password,2421.45,96100,Journal Entry,prepaid05.26,AGILEBITS INC. DBA 1PASSWORD
May,SurveyMonkey,2156.25,55000,Journal Entry,prepaid05.26,SURVEYMONKEY INC
May,Airtable,1881.36,96100,Expense,,AIRTABLE.COM/BILL SAN FRANCISCO CA
May,Zendesk,1840.72,96100,Journal Entry,prepaid05.26,ZENDESK - US SAN FRANCISCO CA
May,Pearson VUE (Exam Vouchers),1615.0,55000,Journal Entry,prepaid05.26,VUE*COMPTIA MRKETPLCE - 8247 VUE*COMPTIA MRKETPLCE - 8247
May,Pearson VUE (Exam Vouchers),1615.0,55000,Journal Entry,prepaid05.26,VUE*COMPTIA MRKETPLCE - 8247 VUE*COMPTIA MRKETPLCE - 8247
May,Pearson VUE (Exam Vouchers),1615.0,55000,Journal Entry,prepaid05.26,VUE*COMPTIA MRKETPLCE - 8247 VUE*COMPTIA MRKETPLCE - 8247
May,Sentry,1541.72,96100,Expense,,SENTRY SAN FRANCISCO CA
May,Salesforce - Slack Internal,1529.01,55000,Journal Entry,prepaid05.26,"SALESFORCE, INC. SLACK"
May,Mailchimp,1469.81,55000,Expense,,MAILCHIMP LLC ATLANTA GA
May,Greenhouse,1421.78,96100,Journal Entry,prepaid05.26,"GREENHOUSE SOFTWARE, INC."
May,Pearson VUE (Exam Vouchers),1382.33,55000,Journal Entry,prepaid05.26,VUE*COMPTIA MRKETPLCE - 9122
May,Outreach,1367.33,81000,Journal Entry,prepaid05.26,BLS*OUTREACH CORPORASEATTLE WA BLS*OUTREACH CORPORASEATTLE WA
May,ApprentiScope,1300.86,96100,Expense,,APPRENTI APPRENTISCOPE - 9122
May,Google Workspace,1232.09,96100,Expense,,GOOGLE *SVCSCORRELATG.CO/HELPPAY# CA
May,CompTIA,1222.83,55000,Journal Entry,prepaid05.26,"COMPTIA, INC. - 9122"
May,Accredible,1043.39,55000,Journal Entry,prepaid05.26,EDINVENT INC. DBA ACCREDIBLE
May,Carta,1043.39,96100,Journal Entry,prepaid05.26,CARTA (ESHARES) SAN FRANCISCO CA CARTA (ESHARES) SAN FRANCISCO CA
May,MindHub,1026.09,55000,Journal Entry,prepaid05.26,WL *NCS*MINDHUB.COM - 9122
May,Notion,993.28,96100,Journal Entry,prepaid05.26,"NOTION LABS, INC. SAN FRANCISCO CA"
May,ChatGPT,990.76,96100,Expense,,OPENAI *CHATGPT SUBSSAN FRANCISCO CA
May,LinkedIn Sales Navigator,974.01,81000,Journal Entry,prepaid05.26,SALES NAVIGATOR LINKEDINXXXXXXXXXXXX - 9122
May,Atlassian,935.14,96100,Expense,,ATLASSIAN SAN FRANCISCO CA
May,Salesforce - Tableau Cloud,827.45,96100,Journal Entry,prepaid05.26,TABLEAU CLOUD SALESFORCE.COM SERVICE - 9122
May,Pearson VUE (Exam Vouchers),816.5,55000,Journal Entry,prepaid05.26,VUE*COMPTIA MRKETPLCE - 9122
May,BambooHR,781.8,96100,Journal Entry,prepaid05.26,BAMBOOHR HRIS 866-387-9595 UT
May,Pearson VUE (Exam Vouchers),700.0,55000,Expense,,VUE*PEARSON VUE STORE - 9122
May,Adobe,660.93,96100,Expense,,ADOBE INC - 9122
May,Culture Amp,642.23,96100,Journal Entry,prepaid05.26,CULTURE AMP INC
May,Tremendous,618.0,81000,Expense,,TREMENDOUS.COM 877-319-4438 CA
May,Workforce,600.0,96100,Expense,,WORKFORCE CLOUD TECHNEWARK DE
May,Zendesk,-555.92,96100,Journal Entry,prepaid05.26,ZENDESK - US SAN FRANCISCO CA
May,GitHub,541.42,96100,Expense,,"GITHUB, INC. SAN FRANCISCO CA"
May,CompTIA,531.67,55000,Journal Entry,prepaid05.26,"COMPTIA, INC. - 9122"
May,Adobe,484.92,96100,Expense,,ADOBE ADOBE INC - 9122
May,Librato,465.44,96100,Expense,,LIBRATO BY SOLARWINDAUSTIN TX
May,Yesware,440.94,96100,Journal Entry,prepaid05.26,YESWARE SERVICE 855-937-9273 MA
May,LaunchDarkly,381.06,96100,Expense,,LAUNCHDARKLY SEAT PAOAKLAND CA
May,Worksuite,328.13,96100,Journal Entry,prepaid05.26,WORKSUITE INC.
May,Apollo,323.36,96100,Expense,,APOLLO.IO - 9122
May,Microsoft,322.76,96100,Expense,,A1010BUSD01 MSBILL.INFO
May,Lovable,320.09,96100,Expense,,LOVABLE DOVER DE
May,Pearson VUE (Exam Vouchers),319.0,55000,Journal Entry,prepaid05.26,VUE*COMPTIA MRKETPLCE - 9122
May,Airtable,307.65,96100,Expense,,AIRTABLE.COM/BILL SAN FRANCISCO CA
May,Pearson VUE (Exam Vouchers),300.0,55000,Expense,,VUE*PEARSON VUE STORE - 9122
May,CompTIA,293.0,55000,Expense,,"COMPTIA, INC. - 9122"
May,GoDaddy,286.75,96100,Expense,,DNH*GODADDY#40809337TEMPE AZ
May,CompTIA,265.83,55000,Journal Entry,prepaid05.26,"COMPTIA, INC. - 9122"
May,Twilio,262.97,96100,Expense,,TWILIO INC SAN FRANCISCO CA
May,Pearson VUE (Exam Vouchers),258.33,55000,Journal Entry,prepaid05.26,VUE*PEARSON VUE STORE - 9122
May,Figma,255.86,96100,Expense,,FIGMA SAN FRANCISCO CA
May,Microsoft,240.1,96100,Expense,,MICROSOFT MSBILL.INFO
May,Refiner,219.0,96100,Journal Entry,prepaid05.26,REFINER.IO PARIS
May,Cursor,217.75,96100,Expense,,"CURSOR, AI POWERED ISAN FRANCISCO NY"
May,Claude,217.75,96100,Expense,,CLAUDE.AI SUBSCRIPTISAN FRANCISCO CA
May,CompTIA,212.67,55000,Journal Entry,prepaid05.26,"COMPTIA, INC. - 9122"
May,DeepSource,210.0,96100,Expense,,DEEPSOURCE SAN FRANCISCO CA
May,Artillery,199.0,96100,Expense,,ARTILLERY.IO NEW YORK NY
May,Salesforce - Sales Cloud Enterprise,195.5,81000,Journal Entry,prepaid05.26,"SALESFORCE, INC. SALES CLOUD ENTERPRISE"
May,Twilio,170.32,96100,Expense,,TWILIO INC SAN FRANCISCO CA
May,Twilio,164.1,96100,Expense,,TWILIO INC SAN FRANCISCO CA
May,GitHub,160.71,96100,Expense,,"GITHUB, INC. SAN FRANCISCO CA"
May,Pearson VUE (Exam Vouchers),159.75,55000,Journal Entry,prepaid05.26,VUE*COMPTIA MRKETPLCE - 9122
May,LinkedIn Sales Navigator,151.52,81000,Journal Entry,prepaid05.26,LINKEDIN SALES NAVIGATOR
May,Twilio,146.09,96100,Expense,,TWILIO INC SAN FRANCISCO CA
May,CoderPad,130.65,96100,Expense,,CODERPAD INTERVIEWINSAN FRANCISCO CA
May,Twilio,127.34,96100,Expense,,TWILIO INC SAN FRANCISCO CA
May,Twilio,125.39,96100,Expense,,TWILIO INC SAN FRANCISCO CA
May,QuickBooks,125.21,96100,Expense,,QUICKBOOKS PAYMENTS INTUIT *QBOOKS ONLINE - 9122
May,Twilio,124.44,96100,Expense,,TWILIO INC SAN FRANCISCO CA
May,Twilio,124.41,96100,Expense,,TWILIO INC SAN FRANCISCO CA
May,Gamma,124.27,96100,Expense,,GAMMA.APP SAN FRANCISCO CA
May,Twilio,124.01,96100,Expense,,TWILIO INC SAN FRANCISCO CA
May,Salesforce - Tableau Cloud,123.03,96100,Journal Entry,prepaid05.26,TABLEAU CLOUD SALESFORCE.COM SERVICE - 9122
May,Microsoft,119.08,96100,Expense,,MICROSOFT MSBILL.INFO
May,Twilio,114.92,96100,Expense,,TWILIO INC SAN FRANCISCO CA
May,Twilio,113.62,96100,Expense,,TWILIO INC SAN FRANCISCO CA
May,Salesforce - Tableau Cloud,110.74,96100,Journal Entry,prepaid05.26,TABLEAU CLOUD SALESFORCE.COM SERVICE - 9122
May,Twilio,108.89,96100,Expense,,TWILIO INC SAN FRANCISCO CA
May,Claude,108.88,96100,Expense,,CLAUDE.AI SUBSCRIPTISAN FRANCISCO CA
May,Pearson VUE (Exam Vouchers),100.0,55000,Expense,,VUE*PEARSON VUE STORE - 9122
May,Pearson VUE (Exam Vouchers),100.0,55000,Expense,,VUE*PEARSON VUE STORE - 9122
May,Geocode,100.0,96100,Expense,,GEOCODE.EARTH NEW YORK NY
May,Lovable,97.99,96100,Expense,,LOVABLE DOVER DE
May,Twilio,94.49,96100,Expense,,TWILIO INC SAN FRANCISCO CA
May,Twilio,92.97,96100,Expense,,TWILIO INC SAN FRANCISCO CA
May,Twilio,92.69,96100,Expense,,TWILIO INC SAN FRANCISCO CA
May,Twilio,91.76,96100,Expense,,TWILIO INC SAN FRANCISCO CA
May,Salesforce - Tableau Cloud,91.2,96100,Journal Entry,prepaid05.26,TABLEAU CLOUD SALESFORCE.COM SERVICE - 9122
May,Twilio,90.61,96100,Expense,,TWILIO INC SAN FRANCISCO CA
May,Twilio,90.23,96100,Expense,,TWILIO INC SAN FRANCISCO CA
May,Twilio,90.11,96100,Expense,,TWILIO INC SAN FRANCISCO CA
May,Twilio,90.04,96100,Expense,,TWILIO INC SAN FRANCISCO CA
May,Mailgun,87.1,96100,Expense,,SINCH MAILGUN SAN ANTONIO TX
May,Adobe,76.2,96100,Expense,,ADOBE SYSTEMS ADOBE SAN JOSE CA
May,GoDaddy,76.17,96100,Expense,,DNH*GODADDY#40800285TEMPE AZ
May,DNSimple,75.4,96100,Expense,,DNSIMPLE MELBOURNE FL
May,DNSimple,66.0,96100,Expense,,DNSIMPLE MELBOURNE FL
May,Tango,65.33,96100,Expense,,WWW.TANGO.AI SAN FRANCISCO CA
May,Guidde,64.24,96100,Expense,,GUIDDE INC BELMONT CA
May,Tremendous,60.62,81000,Expense,,TREMENDOUS.COM - 9122
May,Linear,58.79,96100,Expense,,LINEAR.APP SAN FRANCISCO CA
May,Claude,56.26,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
May,Stape,54.44,96100,Expense,,"STAPE, INC. DOVER DE"
May,Amazon Web Services,53.14,53000,Expense,,AMAZON WEB SERVICES AWS.AMAZON.COM WA
May,Tremendous,51.5,81000,Expense,,TREMENDOUS.COM - 9122
May,Tremendous,51.5,81000,Expense,,TREMENDOUS.COM 877-319-4438 CA
May,GoDaddy,48.18,96100,Expense,,DNH*GODADDY#40900107TEMPE AZ
May,Cursor,45.85,96100,Expense,,CURSOR USAGE APR SAN FRANCISCO NY
May,Vercel,44.8,96100,Expense,,VERCEL INC. COVINA CA
May,Claude,41.46,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
May,Claude,40.55,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
May,Claude,40.49,96100,Expense,,ANTHROPIC: CLAUDE TESAN FRANCISCO CA
May,Claude,40.37,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
May,Claude,40.18,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
May,Claude,40.0,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
May,PlusDocs,40.0,96100,Expense,,PLUS DOCS INC. WILMINGTON DE
May,The Noun Project,39.99,96100,Expense,,THENOUNPROJECT.COM LOS ANGELES CA
May,Claude,34.37,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
May,Notion,33.65,96100,Expense,,"NOTION LABS, INC. SAN FRANCISCO CA"
May,Microsoft,33.47,96100,Expense,,MICROSOFT MSBILL.INFO
May,Pearson VUE (Exam Vouchers),33.33,55000,Journal Entry,prepaid05.26,VUE*PEARSON VUE STORE - 9122
May,Claude,32.43,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
May,Claude,32.26,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
May,Claude,32.07,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
May,HelixPay,30.78,96100,Expense,,HELIX PAY - 9122
May,Zapier,29.99,96100,Expense,,ZAPIER.COM/CHARGE SAN FRANCISCO CA
May,Claude,27.99,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
May,Paddle,27.22,96100,Expense,,PADDLE.NET* EASYRETRASTORIA NY
May,Claude,26.59,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
May,CompTIA,26.58,55000,Journal Entry,prepaid05.26,"COMPTIA, INC. - 9122"
May,CompTIA,26.58,55000,Journal Entry,prepaid05.26,"COMPTIA, INC. - 9122"
May,CompTIA,26.58,55000,Journal Entry,prepaid05.26,"COMPTIA, INC. - 9122"
May,Claude,26.39,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
May,Claude,25.64,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
May,Claude,25.51,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
May,Claude,25.51,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
May,Claude,25.07,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
May,Claude,24.9,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
May,Claude,24.86,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
May,Claude,24.65,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
May,Claude,24.36,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
May,Claude,24.3,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
May,Claude,24.24,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
May,Claude,24.06,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
May,Claude,24.04,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
May,Dmarcian,24.0,96100,Expense,,"DMARCIAN* DMARCIAN, BREVARD NC"
May,Claude,23.95,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
May,Claude,23.83,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
May,Claude,23.82,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
May,Claude,23.57,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
May,Claude,23.48,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
May,Claude,23.42,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
May,Claude,23.41,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
May,Claude,23.34,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
May,Claude,23.33,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
