mon,app,amt,acct,typ,num,vendor
Jul,Google Cloud Platform,23189.92,53000,Bill,INV330351,SADA SYSTEMS INC.
Jul,Codio,15015.47,55000,Bill,INV000003585,CODIO INC.
Jul,Salesforce - Slack Enterprise,8754.64,55000,Journal Entry,prepaid07.26,"SALESFORCE, INC. SLACK"
Jul,Google Workspace,7563.88,96100,Expense,,GOOGLE *WORKSPACE_COCC@GOOGLE.COM CA
Jul,Salesforce - Certification Exams,6018.75,55000,Journal Entry,prepaid07.26,"SALESFORCE, INC."
Jul,Worksuite,3937.5,,Journal Entry,prepaid07.26,WORKSUITE INC. WORKSUITE INC.
Jul,Calendly,3919.5,55000,Journal Entry,prepaid07.26,CALENDLY LLC
Jul,Maxio (formerly SaaSOptics),3629.17,,Journal Entry,prepaid07.26,MAXIO MAXIO
Jul,Zoom,3335.5,96100,Expense,,ZOOM.COM 888-799-966SAN JOSE CA
Jul,CompTIA,3296.33,55000,Journal Entry,prepaid07.26,"COMPTIA, INC. - 9122"
Jul,Profound,3266.25,,Journal Entry,prepaid07.26,COOPER SQUARE TECHNOLOGIES INC. COOPER SQUARE TECHNOLOGIES INC.
Jul,Claude,3157.38,96100,Expense,,ANTHROPIC* CLAUDE TESAN FRANCISCO CA
Jul,Lucid,2742.01,96100,Expense,,LUCID SOFTWARE 8444658243 UT
Jul,Pumble,2721.88,,Journal Entry,prepaid07.26,PUMBLE CAKE.COM - 9122
Jul,Okta,2608.6,55000,Journal Entry,prepaid07.26,OKTA INC
Jul,CompTIA,2578.58,55000,Journal Entry,prepaid07.26,"COMPTIA, INC. - 9122"
Jul,CompTIA,2578.58,55000,Journal Entry,prepaid07.26,"COMPTIA, INC. - 9122"
Jul,1Password,2568.21,,Journal Entry,prepaid07.26,AGILEBITS INC. DBA 1PASSWORD AGILEBITS INC. DBA 1PASSWORD
Jul,HubSpot,2450.23,,Journal Entry,prepaid07.26,HUBSPOT INC. - 9122
Jul,ZoomInfo,2426.46,81000,Journal Entry,,ZOOMINFO TECHNOLOGIES LLC ZOOMINFO TECHNOLOGIES LLC
Jul,Lucid,-2193.62,96100,Credit Card Credit,,LUCID SOFTWARE 8444658243 UT
Jul,SurveyMonkey,2156.25,55000,Journal Entry,prepaid07.26,SURVEYMONKEY INC
Jul,Airtable,2132.62,96100,Expense,,AIRTABLE.COM/BILL SAN FRANCISCO CA
Jul,Zendesk,1840.72,,Journal Entry,prepaid07.26,ZENDESK - US SAN FRANCISCO CA
Jul,Sentry,1625.06,96100,Expense,,SENTRY SAN FRANCISCO CA
Jul,Salesforce - Slack Internal,1529.01,55000,Journal Entry,prepaid07.26,"SALESFORCE, INC. SLACK"
Jul,Mailchimp,1469.81,55000,Expense,,MAILCHIMP LLC ATLANTA GA
Jul,Pearson VUE (Exam Vouchers),1382.33,55000,Journal Entry,prepaid07.26,VUE*COMPTIA MRKETPLCE - 9122
Jul,Outreach,1367.33,81000,Journal Entry,,BLS*OUTREACH CORPORASEATTLE WA BLS*OUTREACH CORPORASEATTLE WA
Jul,ApprentiScope,1300.86,96100,Expense,,APPRENTI APPRENTISCOPE - 9122
Jul,CompTIA,1271.45,55000,Expense,,"COMPTIA, INC. - 9122"
Jul,Google Workspace,1248.21,96100,Expense,,GOOGLE*SVCSCORRELATICC GOOGLE.COM
Jul,Lovable,1224.84,96100,Expense,,LOVABLE DOVER DE
Jul,CompTIA,1222.83,55000,Journal Entry,prepaid07.26,"COMPTIA, INC. - 9122"
Jul,Notion,1110.53,,Journal Entry,prepaid07.26,"NOTION LABS, INC. SAN FRANCISCO CA"
Jul,Greenhouse,1088.75,,Journal Entry,prepaid07.26,"GREENHOUSE SOFTWARE, INC. GREENHOUSE SOFTWARE, INC."
Jul,ChatGPT,1061.53,96100,Expense,,OPENAI *CHATGPT SUBSSAN FRANCISCO CA
Jul,Carta,1043.39,,Journal Entry,prepaid07.26,CARTA (ESHARES) SAN FRANCISCO CA
Jul,Accredible,1043.39,55000,Journal Entry,prepaid07.26,EDINVENT INC. DBA ACCREDIBLE
Jul,MindHub,1026.09,55000,Journal Entry,prepaid07.26,WL *NCS*MINDHUB.COM - 9122
Jul,LinkedIn Sales Navigator,974.01,81000,Journal Entry,,SALES NAVIGATOR LINKEDIN SN PXXXXXX6418 - 9122
Jul,Atlassian,855.32,96100,Expense,,ATLASSIAN SAN FRANCISCO CA
Jul,Salesforce - Tableau Cloud,827.45,,Journal Entry,prepaid07.26,TABLEAU CLOUD SALESFORCE.COM SERVICE - 9122
Jul,Pearson VUE (Exam Vouchers),816.5,55000,Journal Entry,prepaid07.26,VUE*COMPTIA MRKETPLCE - 9122
Jul,Apollo,808.95,96100,Expense,,APOLLO.IO - 9122
Jul,BambooHR,781.8,,Journal Entry,prepaid07.26,BAMBOOHR HRIS 866-387-9595 UT
Jul,Adobe,660.93,96100,Expense,,ADOBE INC - 9122
Jul,Culture Amp,642.23,,Journal Entry,prepaid07.26,CULTURE AMP INC CULTURE AMP INC
Jul,GitHub,568.82,96100,Expense,,"GITHUB, INC. SAN FRANCISCO CA"
Jul,Zendesk,-555.92,,Journal Entry,prepaid07.26,ZENDESK - US SAN FRANCISCO CA
Jul,CompTIA,531.67,55000,Journal Entry,prepaid07.26,"COMPTIA, INC. - 9122"
Jul,CompTIA,512.78,55000,Expense,,"COMPTIA, INC. - 9122"
Jul,Squadcast,491.3,96100,Expense,,SQUADCAST - SOLARWINAUSTIN TX
Jul,Adobe,484.92,96100,Expense,,ADOBE *ADOBE - 9122
Jul,Workforce,477.0,96100,Expense,,"WORKFORCE CLOUD TECH, - 9122"
Jul,Yesware,440.94,,Journal Entry,prepaid07.26,YESWARE SERVICE 855-937-9273 MA
Jul,Pearson VUE (Exam Vouchers),416.67,55000,Journal Entry,prepaid07.26,VUE*PEARSON VUE STORE - 9122
Jul,Microsoft,411.6,96100,Expense,,MICROSOFT MSBILL.INFO
Jul,LaunchDarkly,381.06,96100,Expense,,LAUNCHDARKLY SEAT PAOAKLAND CA
Jul,Microsoft,379.64,96100,Expense,,A1010BUSD01 MSBILL.INFO
Jul,Hex,356.55,96100,Expense,,HEX.TECH - 9122
Jul,LambdaTest,326.63,96100,Expense,,LAMBDATEST - TESTMU SAN FRANCISCO CA
Jul,Pearson VUE (Exam Vouchers),319.0,55000,Journal Entry,prepaid07.26,VUE*COMPTIA MRKETPLCE - 9122
Jul,Airtable,293.96,96100,Expense,,AIRTABLE.COM/BILL SAN FRANCISCO CA
Jul,HubSpot,286.91,,Journal Entry,prepaid07.26,HUBSPOT INC. - 9122
Jul,CompTIA,265.83,55000,Journal Entry,prepaid07.26,"COMPTIA, INC. - 9122"
Jul,Pearson VUE (Exam Vouchers),258.33,55000,Journal Entry,prepaid07.26,VUE*PEARSON VUE STORE - 9122
Jul,Figma,255.86,96100,Expense,,FIGMA SAN FRANCISCO CA
Jul,CompTIA,252.25,55000,Expense,,"COMPTIA, INC. - 9122"
Jul,CompTIA,252.19,55000,Expense,,"COMPTIA, INC. - 9122"
Jul,MindHub,247.5,55000,Journal Entry,prepaid07.26,WL *NCS*MINDHUB.COM - 9122
Jul,Speechify,239.0,96100,Expense,,SPEECHIFY* 295F3227-ST. PETERSBURG FL
Jul,Squarespace,236.0,96100,Expense,,SQSP* DOMAIN#2438962NEW YORK NY
Jul,Pearson VUE (Exam Vouchers),233.33,55000,Journal Entry,prepaid07.26,VUE*PEARSON VUE STORE - 9122
Jul,Refiner,219.0,,Journal Entry,prepaid07.26,REFINER.IO PARIS
Jul,Unidentified Wire (55000),218.25,55000,Journal Entry,prepaid07.26,ONLINE DOMESTIC WIRE TRANSFER VIA: BK AMER NYC/XXXXX9593 A/C: ISQI INC BOSTON MA
Jul,Claude,217.75,96100,Expense,,ANTHROPIC* CLAUDE SUSAN FRANCISCO CA
Jul,Linear,215.57,96100,Expense,,LINEAR.APP SAN FRANCISCO CA
Jul,CompTIA,212.67,55000,Journal Entry,prepaid07.26,"COMPTIA, INC. - 9122"
Jul,Slido,211.12,96100,Expense,,SLI.DO S.R.O. BRATISLAVA SK
Jul,DeepSource,210.0,96100,Expense,,DEEPSOURCE SAN FRANCISCO CA
Jul,Artillery,199.0,96100,Expense,,ARTILLERY.IO NEW YORK NY
Jul,Cursor,174.2,96100,Expense,,"CURSOR, AI POWERED ISAN FRANCISCO CA"
Jul,Pearson VUE (Exam Vouchers),159.75,55000,Journal Entry,prepaid07.26,VUE*COMPTIA MRKETPLCE - 9122
Jul,Tremendous,154.5,81000,Expense,,TREMENDOUS.COM 877-319-4438 CA
Jul,Microsoft,128.24,96100,Expense,,MICROSOFT MSBILL.INFO
Jul,QuickBooks,125.21,96100,Expense,,QUICKBOOKS PAYMENTS INTUIT *QBOOKS ONLINE - 9122
Jul,Salesforce - Tableau Cloud,123.03,,Journal Entry,prepaid07.26,TABLEAU CLOUD SALESFORCE.COM SERVICE - 9122
Jul,Twilio,122.68,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jul,Twilio,121.85,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jul,Notion,120.63,96100,Expense,,"NOTION LABS, INC. SAN FRANCISCO CA"
Jul,Twilio,120.39,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jul,Squarespace,112.0,96100,Expense,,SQSP* DOMAIN#2431097NEW YORK NY
Jul,Salesforce - Tableau Cloud,110.74,,Journal Entry,prepaid07.26,TABLEAU CLOUD SALESFORCE.COM SERVICE - 9122
Jul,Claude,108.88,96100,Expense,,ANTHROPIC* CLAUDE SUSAN FRANCISCO CA
Jul,Twilio,101.98,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jul,Geocode,100.0,96100,Expense,,GEOCODE.EARTH NEW YORK NY
Jul,Twilio,99.39,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jul,Apollo,97.79,96100,Expense,,APOLLO.IO - 9122
Jul,Twilio,97.25,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jul,Twilio,95.57,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jul,Twilio,94.17,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jul,Unidentified Wire (55000),93.11,55000,Journal Entry,prepaid07.26,ONLINE DOMESTIC WIRE TRANSFER VIA: BK AMER NYC/XXXXX9593 A/C: ISQI INC BOSTON MA
Jul,Apollo,93.03,96100,Expense,,APOLLO.IO - 9122
Jul,Twilio,91.43,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jul,Salesforce - Tableau Cloud,91.2,,Journal Entry,prepaid07.26,TABLEAU CLOUD SALESFORCE.COM SERVICE - 9122
Jul,Mailgun,87.1,96100,Expense,,SINCH MAILGUN SAN ANTONIO TX
Jul,Claude,80.83,96100,Expense,,ANTHROPIC* CLAUDE TESAN FRANCISCO CA
Jul,Squarespace,80.0,96100,Expense,,SQSP* DOMAIN#2441200NEW YORK NY
Jul,HubSpot,79.87,,Journal Entry,prepaid07.26,"HUBSPOT, INC. HUBSPOT, INC."
