mon,app,amt,acct,typ,num,vendor
Jan,Google Cloud Platform,25808.48,53000,Bill,INV310463,SADA SYSTEMS INC.
Jan,Salesforce - Slack Enterprise,24074.98,55000,Journal Entry,prepaid01.26,SLACK
Jan,Google Workspace,7563.88,96100,Expense,,GOOGLE *WORKSPACE_COCC@GOOGLE.COM CA
Jan,Salesforce - Certification Exams,6018.75,55000,Journal Entry,prepaid01.26,"SALESFORCE, INC."
Jan,Worksuite,3937.5,96100,Expense,prepaid01.26,WORKSUITE INC. WORKSUITE INC.
Jan,Codio,3923.8,55000,Bill,INV-1565,CODIO INC.
Jan,Calendly,3919.5,55000,Journal Entry,prepaid01.26,CALENDLY LLC
Jan,Hireflix,3600.0,96100,Expense,,HIREFLIX.COM BARCELONA BA
Jan,Maxio (formerly SaaSOptics),3402.34,96100,Expense,prepaid01.26,"SAASOPTICS, LLC"
Jan,Zoom,3332.2,96100,Expense,,ZOOM.COM 888-799-966SAN JOSE CA
Jan,Okta,2608.6,55000,Journal Entry,prepaid01.26,OKTA INC
Jan,1Password,2421.45,96100,Expense,prepaid01.26,AGILEBITS INC. DBA 1PASSWORD
Jan,HubSpot,2396.54,96100,Expense,prepaid01.26,HUBSPOT INC
Jan,SurveyMonkey,2156.25,55000,Journal Entry,prepaid01.26,SURVEYMONKEY INC
Jan,CompTIA,2018.75,55000,Journal Entry,prepaid01.26,COMPTIA MRKETPLCE 800-511-3478 MN COMPTIA MRKETPLCE 800-511-3478 MN
Jan,CompTIA,2018.75,55000,Journal Entry,prepaid01.26,COMPTIA MRKETPLCE 800-511-3478 MN COMPTIA MRKETPLCE 800-511-3478 MN
Jan,CompTIA,2018.75,55000,Journal Entry,prepaid01.26,COMPTIA MRKETPLCE 800-511-3478 MN COMPTIA MRKETPLCE 800-511-3478 MN
Jan,Pearson VUE (Exam Vouchers),1884.17,55000,Journal Entry,prepaid01.26,VUE*COMPTIA MRKETPLCE - 8247 VUE*COMPTIA MRKETPLCE - 8247
Jan,Pearson VUE (Exam Vouchers),1884.17,55000,Journal Entry,prepaid01.26,VUE*COMPTIA MRKETPLCE - 8247 VUE*COMPTIA MRKETPLCE - 8247
Jan,Pearson VUE (Exam Vouchers),1884.17,55000,Journal Entry,prepaid01.26,VUE*COMPTIA MRKETPLCE - 8247 VUE*COMPTIA MRKETPLCE - 8247
Jan,Pearson VUE (Exam Vouchers),1884.17,55000,Journal Entry,prepaid01.26,VUE*COMPTIA MRKETPLCE - 8247 VUE*COMPTIA MRKETPLCE - 8247
Jan,Zendesk,1840.72,96100,Expense,prepaid01.26,ZENDESK - US SAN FRANCISCO CA
Jan,Airtable,1815.19,96100,Expense,,AIRTABLE.COM/BILL SAN FRANCISCO CA
Jan,Typeform,1622.24,96100,Expense,,TYPEFORM WILMINGTON DE
Jan,Sentry,1474.18,96100,Expense,,SENTRY SAN FRANCISCO CA
Jan,Mailchimp,1469.81,55000,Expense,,MAILCHIMP LLC ATLANTA GA
Jan,Pearson VUE (Exam Vouchers),1450.42,55000,Journal Entry,prepaid01.26,VUE*COMPTIA MRKETPLCE - 8247 VUE*COMPTIA MRKETPLCE - 8247
Jan,Greenhouse,1421.78,96100,Expense,prepaid01.26,"GREENHOUSE SOFTWARE, INC."
Jan,Pearson VUE (Exam Vouchers),1382.33,55000,Journal Entry,prepaid01.26,VUE*COMPTIA MRKETPLCE - 9122
Jan,Google Workspace,1372.7,96100,Expense,,GOOGLE *SVCSCORRELATG.CO/HELPPAY# CA
Jan,Accredible,1306.67,55000,Journal Entry,prepaid01.26,ACCREDIBLE - 8247 ACCREDIBLE - 8247
Jan,CompTIA,1222.83,55000,Journal Entry,prepaid01.26,"COMPTIA, INC. - 9122"
Jan,ChatGPT,1110.53,96100,Expense,,OPENAI *CHATGPT SUBSSAN FRANCISCO CA
Jan,Carta,1043.39,96100,Expense,prepaid01.26,CARTA (ESHARES) SAN FRANCISCO CA CARTA (ESHARES) SAN FRANCISCO CA
Jan,MindHub,1026.09,55000,Journal Entry,prepaid01.26,WL *NCS*MINDHUB.COM - 9122
Jan,Notion,993.28,96100,Expense,prepaid01.26,"NOTION LABS, INC. SAN FRANCISCO CA"
Jan,Lovable,892.77,96100,Expense,,LOVABLE DOVER DE
Jan,Atlassian,840.73,96100,Expense,,ATLASSIAN SAN FRANCISCO CA
Jan,Salesforce - Tableau Cloud,827.45,96100,Expense,prepaid01.26,TABLEAU CLOUD SALESFORCE.COM SERVICE - 9122
Jan,Pearson VUE (Exam Vouchers),816.5,55000,Journal Entry,prepaid01.26,VUE*COMPTIA MRKETPLCE - 9122
Jan,BambooHR,781.8,96100,Expense,prepaid01.26,BAMBOOHR HRIS 866-387-9595 UT
Jan,Cursor,696.8,96100,Expense,,"CURSOR, AI POWERED INEW YORK NY"
Jan,Culture Amp,642.23,96100,Expense,prepaid01.26,CULTURE AMP INC
Jan,Workforce,600.0,96100,Expense,,WORKFORCE CLOUD TECHNEWARK DE
Jan,Zendesk,-555.92,96100,Expense,prepaid01.26,ZENDESK - US SAN FRANCISCO CA
Jan,Amazon Web Services,554.09,53000,Expense,,AMAZON WEB SERVICES AWS.AMAZON.COM WA
Jan,CompTIA,531.67,55000,Journal Entry,prepaid01.26,"COMPTIA, INC. - 9122"
Jan,Pumble,526.99,96100,Expense,,CAKE.COM - 9122
Jan,GitHub,513.69,96100,Expense,,"GITHUB, INC. SAN FRANCISCO CA"
Jan,Workforce,500.0,96100,Expense,,WORKFORCE CLOUD TECHNEWARK DE
Jan,Pumble,499.82,96100,Expense,,CAKE.COM - 9122
Jan,Adobe,484.92,96100,Expense,,ADOBE ADOBE SYSTEMS SAN JOSE CA
Jan,Squadcast,456.0,96100,Expense,,"SQUADCAST, INC. SAN FRANCISCO CA"
Jan,PayPal,453.71,55000,Journal Entry,prepaid01.26,PAYPAL *ISQI INC - 8247 PAYPAL *ISQI INC - 8247
Jan,Yesware,440.94,96100,Expense,prepaid01.26,YESWARE SERVICE 855-937-9273 MA
Jan,ApprentiScope,399.66,96100,Expense,,APPRENTI APPRENTISCOPE - 9122
Jan,Airtable,384.93,96100,Expense,,AIRTABLE.COM/BILL SAN FRANCISCO CA
Jan,LaunchDarkly,381.06,96100,Expense,,LAUNCHDARKLY SEAT PAOAKLAND CA
Jan,Worksuite,328.13,96100,Expense,prepaid01.26,WORKSUITE INC.
Jan,Pearson VUE (Exam Vouchers),319.0,55000,Journal Entry,prepaid01.26,VUE*COMPTIA MRKETPLCE - 9122
Jan,Adobe,304.22,96100,Expense,,ADOBE ADOBE INC - 9122
Jan,Microsoft,302.76,96100,Expense,,A1010BUSD01 MSBILL.INFO
Jan,CompTIA,272.56,55000,Journal Entry,prepaid01.26,VUECOMPTIA CERTIFICA800-511-3478 MN VUECOMPTIA CERTIFICA800-511-3478 MN
Jan,MindHub,271.97,55000,Journal Entry,prepaid01.26,WL *NCS*MINDHUB.COM - 8247 WL *NCS*MINDHUB.COM - 8247
Jan,MindHub,271.97,55000,Journal Entry,prepaid01.26,WL *NCS*MINDHUB.COM - 8247 WL *NCS*MINDHUB.COM - 8247
Jan,CompTIA,265.83,55000,Journal Entry,prepaid01.26,"COMPTIA, INC. - 9122"
Jan,MindHub,248.28,55000,Journal Entry,prepaid01.26,WL *NCS*MINDHUB.COM - 8247 WL *NCS*MINDHUB.COM - 8247
Jan,Microsoft,240.1,96100,Expense,,MICROSOFT MSBILL.INFO
Jan,HireRight,224.23,96100,Expense,,HIRERIGHT LLC NASHVILLE TN
Jan,Refiner,219.0,96100,Expense,prepaid01.26,REFINER.IO PARIS
Jan,Perplexity AI,217.75,96100,Expense,,WWW.PERPLEXITY.AI - 9122
Jan,CompTIA,212.67,55000,Journal Entry,prepaid01.26,"COMPTIA, INC. - 9122"
Jan,DeepSource,210.0,96100,Expense,,DEEPSOURCE SAN FRANCISCO CA
Jan,Gamma,207.26,96100,Expense,,GAMMA.APP SAN FRANCISCO CA
Jan,Gamma,205.81,96100,Expense,,GAMMA.APP SAN FRANCISCO CA
Jan,Gamma,202.57,96100,Expense,,GAMMA.APP SAN FRANCISCO CA
Jan,Artillery,199.0,96100,Expense,,ARTILLERY.IO NEW YORK NY
Jan,Hex,195.98,96100,Expense,,HEX.TECH - 9122
Jan,Gamma,193.26,96100,Expense,,GAMMA.APP SAN FRANCISCO CA
Jan,Cursor,171.02,96100,Expense,,CURSOR USAGE DEC NEW YORK NY
Jan,Pearson VUE (Exam Vouchers),159.75,55000,Journal Entry,prepaid01.26,VUE*COMPTIA MRKETPLCE - 9122
Jan,Pumble,130.76,96100,Expense,,CAKE.COM - 9122
Jan,Pumble,125.56,96100,Expense,,CAKE.COM - 9122
Jan,QuickBooks,125.21,96100,Expense,,QUICKBOOKS PAYMENTS INTUIT *QBOOKS ONLINE - 9122
Jan,Salesforce - Tableau Cloud,123.03,96100,Expense,prepaid01.26,TABLEAU CLOUD SALESFORCE.COM SERVICE - 9122
Jan,Twilio,119.18,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jan,Microsoft,119.08,96100,Expense,,MICROSOFT MSBILL.INFO
Jan,Twilio,117.26,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jan,Twilio,113.96,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jan,Adobe,110.82,96100,Expense,,ADOBE ADOBE INC - 9122
Jan,Salesforce - Tableau Cloud,110.74,96100,Expense,prepaid01.26,TABLEAU CLOUD SALESFORCE.COM SERVICE - 9122
Jan,CoderPad,108.88,96100,Expense,,CODERPAD INTERVIEWINSAN FRANCISCO CA
Jan,ChatGPT,104.14,96100,Expense,,OPENAI SAN FRANCISCO CA
Jan,Tremendous,103.0,81000,Expense,,TREMENDOUS.COM 877-319-4438 CA
Jan,Twilio,101.39,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jan,Geocode,100.0,96100,Expense,,GEOCODE.EARTH NEW YORK NY
Jan,Adobe,99.99,96100,Expense,,ADOBE ADOBE INC - 9122
Jan,Twilio,99.18,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jan,Twilio,98.93,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jan,Twilio,98.39,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jan,Twilio,98.19,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jan,Twilio,97.86,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jan,Twilio,97.42,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jan,Twilio,96.78,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jan,Twilio,95.22,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jan,Twilio,95.19,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jan,Twilio,95.06,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jan,Twilio,93.64,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jan,Twilio,92.51,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jan,Twilio,91.34,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jan,Salesforce - Tableau Cloud,91.2,96100,Expense,prepaid01.26,TABLEAU CLOUD SALESFORCE.COM SERVICE - 9122
Jan,Twilio,91.12,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jan,Twilio,90.98,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jan,Twilio,90.61,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jan,Twilio,90.2,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jan,Twilio,90.15,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jan,Twilio,90.07,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Jan,Mailgun,87.1,96100,Expense,,SINCH MAILGUN SAN ANTONIO TX
Jan,Tango,84.92,96100,Expense,,WWW.TANGO.AI SAN FRANCISCO CA
Jan,PayPal,77.47,55000,Journal Entry,prepaid01.26,PAYPAL *ISQI INC - 8247 PAYPAL *ISQI INC - 8247
Jan,Adobe,76.2,96100,Expense,,ADOBE SYSTEMS ADOBE SAN JOSE CA
Jan,Track1099,68.32,96100,Expense,,TRACK1099.COM - 9122
Jan,DNSimple,66.0,96100,Expense,,DNSIMPLE MELBOURNE FL
Jan,Lovable,54.44,96100,Expense,,LOVABLE DOVER DE
Jan,Lovable,54.44,96100,Expense,,LOVABLE DOVER DE
Jan,Microsoft,53.61,96100,Expense,,MICROSOFT MSBILL.INFO
Jan,Pumble,50.7,96100,Expense,,CAKE.COM - 9122
Jan,Stape,50.0,96100,Expense,,"STAPE, INC. DOVER DE"
Jan,Figma,49.0,96100,Expense,,FIGMA SAN FRANCISCO CA
Jan,HubSpot,48.99,96100,Expense,prepaid01.26,"HUBSPOT INC. CAMBRIDGE, MASSACHUSMA"
Jan,GoDaddy,47.18,96100,Expense,,DNH*GODADDY#40069036TEMPE AZ
Jan,Loom,46.66,96100,Expense,,LOOM SUBSCRIPTION AUSTIN TX
Jan,Vercel,40.0,96100,Expense,,VERCEL INC. COVINA CA
Jan,PlusDocs,40.0,96100,Expense,,PLUS DOCS INC. WILMINGTON DE
Jan,Microsoft,33.47,96100,Expense,,MICROSOFT MSBILL.INFO
Jan,Zapier,29.99,96100,Expense,,ZAPIER.COM/CHARGE SAN FRANCISCO CA
Jan,HelixPay,27.35,96100,Expense,,HELIX PAY - 9122
Jan,Paddle,27.22,96100,Expense,,PADDLE.NET* EASYRETRASTORIA NY
Jan,CompTIA,26.58,55000,Journal Entry,prepaid01.26,"COMPTIA, INC. - 9122"
Jan,CompTIA,26.58,55000,Journal Entry,prepaid01.26,"COMPTIA, INC. - 9122"
Jan,CompTIA,26.58,55000,Journal Entry,prepaid01.26,"COMPTIA, INC. - 9122"
Jan,Dmarcian,24.0,96100,Expense,,"DMARCIAN* DMARCIAN, BREVARD NC"
Jan,Pumble,22.7,96100,Expense,,CAKE.COM - 9122
